Temperature,Vibration,Motor_Current,Packet_Rate,Command_Frequency,Label
45.148195186156336,3.6072487154974264,12.859300286004592,101.01004521369177,22.7391778409376,Normal
46.60352685209887,1.5348744263153309,6.8165574924304275,200.56725466724225,12.273590974671126,Normal
48.053852974348416,2.2063417954754563,9.376183673135348,259.871166192922,10.753794377829971,Normal
68.83542869701272,2.1816697376179714,13.098440259206592,231.8432469910411,12.71595212659766,Normal
64.88896580584547,4.372751779503508,6.278403568445028,221.40469012854464,10.281126010593137,Normal
65.32982641639809,2.338365388088438,13.704638287261707,194.75808077214373,17.564292927578,Normal
53.39853288651558,1.1911963611406535,6.38449486618719,247.3787628018369,10.113504304507199,Normal
44.83337180460541,3.6920236378571856,10.048772772393466,293.84834265872826,24.500109158770996,Normal
59.99998769451561,1.418805278590487,11.628500835822503,236.15547889247,13.821600657638903,Normal
60.41529965646024,3.3028089961696945,11.981496168231448,117.69814548632988,14.7379890394715,Normal
40.759826685318565,2.8334826737502694,13.6340092906149,201.98365397473538,18.46781863891664,Normal
45.7238408990697,1.609767176637785,5.885322222097026,215.81531925175096,17.21519524034165,Normal
47.90753131524752,3.7917007807279024,12.677915736065948,200.94930520894,21.732898291929885,Normal
67.70552708610361,1.0098111328155985,14.434753154745788,183.7303424537497,16.04248627752439,Normal
53.28150715033823,3.8086535926578704,6.981211118295257,157.31134596271755,22.346538204321213,Normal
57.31771189494958,3.887085543607224,13.480877524633986,291.94777989136077,19.225395219156297,Normal
57.14486546627652,1.317662167242771,12.420017734199746,121.27924060487322,12.662221505538536,Normal
65.14838070618931,3.0740063928017833,11.985237259043485,287.3303477599148,15.978078651226213,Normal
40.19515002312943,1.3376005707028908,8.946936953706235,248.7354844897811,21.685764452668582,Normal
59.51493872187516,1.243282519280946,9.520319943671112,196.8729267831584,16.896416643795256,Normal
51.24350354111267,1.4370005387659974,8.919249959128617,208.36334538751254,14.926457513529453,Normal
63.5012291130526,2.0106628705562124,7.9851318264403695,184.69004518843954,17.0431814325127,Normal
52.518346365854555,2.420341924071597,12.425962115674194,122.2892404586527,11.454547849774128,Normal
64.46107616616916,3.706380479476439,14.94712939156837,201.69713427954542,15.370787468914525,Normal
44.340326013877444,1.9998785161908166,7.337349658973212,227.4101953520457,22.037505758006816,Normal
43.2154355757867,3.185396188388558,13.797562584258895,253.69923722170884,14.253967582823687,Normal
67.37127578477666,4.751445223074281,6.783756285300377,270.47282904850806,20.43878076598069,Normal
48.318750730833706,4.085395988064329,12.63310610574672,211.59045341052706,21.349698868876285,Normal
56.60985144107323,4.664605621293719,14.168377958580447,127.55427922824501,18.682665630426243,Normal
49.028546367525635,4.211942154205049,14.680776100330693,288.8742166517537,23.03692286755704,Normal
65.20864686411106,4.925377266489161,8.954335810472347,210.07492992052303,12.402103697028437,Normal
49.737980683988184,1.4386470176105801,12.421816527298306,178.46007627849502,13.182179919256493,Normal
50.852167581160806,2.535657363007151,11.194618989186154,258.8591692737378,24.51441813382751,Normal
59.71655844363761,4.2190623201363815,13.78958991495482,180.44955194818374,21.688044989820916,Normal
56.54214512582686,1.2652736290469186,13.89752707557534,210.1031317892636,13.057304256890834,Normal
59.82943517446093,3.486775801538472,13.364258743382774,268.079540360827,24.741607697738406,Normal
42.60899098293093,3.2855654585206446,14.419178816566587,203.75894841910588,21.81829581543625,Normal
69.78677640178711,2.2508214757114255,8.767414886722378,208.8867801959692,24.831780119143836,Normal
68.60626326054211,2.100660171982857,12.627777670279077,168.63744233200953,22.092082417111804,Normal
46.07686998449766,2.9183120738189614,8.059250755788096,109.39457678722322,12.629482170186758,Normal
66.47813290780508,4.615270041770254,7.8575837411460885,107.77828403663148,12.375660539668166,Normal
68.60510501637557,4.909091140273352,5.344437463383816,151.57708451007534,14.395171056736189,Normal
55.830832963624566,4.343539070599144,6.891374728241104,146.9990793354435,22.44371965292587,Normal
63.26156405268067,3.7760966937971614,13.09205899022388,237.4920317705787,16.802025682745388,Normal
40.580500879267305,2.177890573055819,14.99614057519641,134.67381665341406,17.53579920127503,Normal
64.25583390145665,3.728432249979573,5.091771205519748,212.60376639219834,18.910404961317646,Normal
46.69660152592918,2.649043535202513,6.026285699703628,186.10575556525646,23.027898478046694,Normal
48.13756095867562,4.757892842057581,5.033051870547654,104.03642433298867,13.996670498561487,Normal
58.53021405697908,1.5219204974358975,8.126329740126211,238.66958927936744,19.852835131402678,Normal
46.15685434188346,4.618125862541371,12.289313520163603,232.06287024435912,12.891596721206572,Normal
47.62282832158062,4.643462246493581,11.13745120162022,246.74864483727274,11.68592092811528,Normal
40.51035934929174,3.2927420810067987,12.867805633999723,181.52918280047186,24.889857293952907,Normal
40.42118881440376,1.711705845040791,12.903501952708385,132.29557576579617,22.850230635333062,Normal
63.10205240696226,2.665432061946664,6.965463259746263,269.63422982532154,15.053910377520705,Normal
64.47106599749989,3.2844317446394586,6.0534728171991645,217.51832380547003,13.20424510830771,Normal
63.38903261590583,1.504068426138677,7.614226713365754,246.60858106541752,22.18695141036568,Normal
41.088545414629586,4.475500007684934,5.232053486211827,109.52012808000654,21.01850868875568,Normal
65.76928715949732,3.0479033918706726,11.117802284914626,275.3616756214476,21.777175898158706,Normal
60.83966909216606,1.388519448984305,9.353249342340593,166.1828233259488,21.977271088340984,Normal
64.62813932639065,2.441752976470805,14.316277747373666,151.85967296503304,21.71078578212464,Normal
51.112441257525845,3.793748412170817,9.302729581391102,131.0535199955768,13.731438385374211,Normal
58.306188980894575,4.186178253453298,5.01626951842216,231.21654507003427,18.275323005212847,Normal
59.35304397694167,4.527554858742958,11.714595691910333,251.93205727781088,23.609656806127468,Normal
65.01576698755078,1.2603197701148665,10.635821703070015,256.97443671191445,18.298942217151865,Normal
54.34462465435574,2.098784536905872,8.163544309266083,179.54120571883726,21.907346532658995,Normal
67.05677471063925,1.197501795020317,5.0576428294521545,111.70558430232744,10.634681645295469,Normal
55.85056852597481,1.2581318909421637,7.877405305506211,261.0372587425968,24.496404453289394,Normal
49.5048483411737,4.835723360910075,10.310552995063649,281.8116805831297,21.635258520621857,Normal
65.3804168668187,4.859989583722932,14.396790064659479,295.55288307652756,21.42424094198733,Normal
57.83273836585595,2.2569092337252235,6.015901247747106,172.4158744096576,13.17519967727819,Normal
44.900270859024886,3.397813319787311,6.64458076874408,210.95077071889148,13.869701141480732,Normal
40.82006899590972,2.17336072361353,5.004060023803963,174.97910491165285,21.20913188427761,Normal
66.78087060842137,1.536731314440475,5.184526655103063,112.61853070803747,23.632480616071394,Normal
64.43766961664134,2.2489300987764347,14.844516017212174,261.9968462764377,16.39744766852568,Normal
51.76622822006292,3.9910245957787835,6.479996315555624,288.91611093415383,17.526312331875957,Normal
49.841758425374344,1.2232610775838713,10.18996335944602,131.56141175864622,24.89033213672107,Normal
68.22758360901503,2.1147445878535858,11.315584764676846,283.4178880431582,11.865343574161571,Normal
53.3881268491037,4.152849791416458,8.355687541408376,135.61364697831243,22.75894019103739,Normal
42.33289389075575,3.8078689363001996,14.28986633329243,167.49140685458957,10.171104052180441,Normal
40.98927239066889,3.720740541132296,9.873987418451678,118.99860832778819,21.545866949949367,Normal
67.05572823358176,4.968335501094391,5.168633706895049,240.77899189070047,24.268579202233756,Normal
57.84422421481321,4.513095212806126,10.766769494967726,171.89471634203403,11.460986814199988,Normal
42.378721639784,1.8196071889747216,14.854962281219455,297.3395650915278,13.02548803265079,Normal
60.83458551322412,2.493412412914333,7.575832513279157,286.77447495907376,17.211326331529747,Normal
64.24029620537019,3.0535045281468833,10.468434544641621,270.843654817082,19.253303583194878,Normal
46.724147505298255,4.635820778025521,11.518798506899053,139.04663423944027,20.496943810891644,Normal
56.99248428760377,4.695958034555674,8.562289976674634,178.51521496187743,14.896350335466668,Normal
64.23116235707286,4.636196935598242,14.400554694637558,263.6620133963669,17.74038933575358,Normal
50.26633089992365,3.4983166522980254,13.92762262158683,184.37332407790427,14.71749863108453,Normal
52.755489630321826,4.286312695404653,5.475028680788197,264.4168160719057,16.469113423493397,Normal
54.33405769067109,3.0600268061793816,14.76065775732371,170.9672594467345,10.224223370787643,Normal
56.0702706887179,2.101642046046132,5.946875001028886,146.71507477346375,10.733685628156897,Normal
52.95530121977964,3.786545885302831,14.557559803836797,163.53033606542127,11.187400185709143,Normal
40.911022743942674,1.718248357821052,10.6218968783766,199.0982769717051,19.38111997915275,Normal
44.055355012644384,1.9124224469102402,6.525849978246714,123.48687486493708,17.308077497307654,Normal
49.171400462073365,4.824249178842578,10.471823883553292,175.67438987712836,20.38527164120649,Normal
63.76482964319118,4.549238682162427,11.41835855533601,141.4719463476421,13.665339813938683,Normal
69.46060184247504,4.898061301173276,12.55037288319567,163.60112050132764,17.802833607567102,Normal
41.897677508290506,1.9757403082141716,6.102572605982921,100.57175040800685,11.311119798886844,Normal
45.80659675421886,2.3053466366014663,13.249956768089739,139.9604911962729,24.255753850281565,Normal
59.16731963268268,1.3478563974196462,10.55489316678609,126.49263032023083,15.554080807018243,Normal
59.54670252655832,2.1686505685943467,6.797942968566635,206.64623803280284,21.05845712948227,Normal
45.35576248619742,1.2916956032132143,12.571209044281265,284.64107561767383,19.032848023712063,Normal
59.576639406129324,3.124350407832728,6.024679150858738,283.0591446077311,16.624625065240952,Normal
56.288808983042856,3.3123841179517424,14.080197612843895,207.96063534289817,22.17298692267758,Normal
